Host_is_superhost,Host_identity_verified,Neighbourhood,Room_type,Accommodates,Essentials,Cooking,Balcony,Parking,Price,Number_of_reviews,Review_scores_rating,Instant_bookable,Month,Decision
1,1,28803,Entire home/apt,4,5,5,1,1,94.0,354,4.9,0,July,0
1,1,28801,Private room,1,4,4,1,1,74.0,136,4.92,1,July,1
1,0,28803,Entire home/apt,4,5,4,0,1,88.0,111,4.94,1,June,1
1,1,28801,Entire home/apt,6,4,4,0,1,381.0,38,4.79,1,August,1
0,1,28806,Entire home/apt,4,5,2,1,1,129.0,44,5.0,0,September,1
0,1,28801,Entire home/apt,10,5,5,1,1,550.0,0,0.0,1,June,0
0,0,28732,Entire home/apt,6,5,3,1,1,125.0,7,5.0,1,August,1
1,1,28801,Entire home/apt,10,5,5,1,1,119.0,19,5.0,0,September,0
0,0,28704,Entire home/apt,7,5,5,1,1,199.0,12,4.92,1,August,1
1,1,28806,Shared room,3,5,5,1,1,33.0,78,4.69,1,June,1
0,0,28806,Entire home/apt,4,5,5,1,1,150.0,16,4.75,0,August,1
1,1,28805,Entire home/apt,6,5,5,1,1,250.0,48,4.9,1,June,1
1,1,28806,Entire home/apt,6,5,5,1,1,141.0,239,4.94,1,August,1
0,1,28803,Entire home/apt,8,4,1,0,1,271.0,14,5.0,0,August,1
0,1,28805,Private room,2,5,5,1,1,45.0,47,4.87,0,September,0
1,0,28732,Private room,2,5,5,1,1,47.0,148,4.93,1,June,1
1,0,28803,Entire home/apt,13,5,5,1,1,450.0,39,4.9,1,July,0
1,1,28806,Entire home/apt,8,5,5,1,1,281.0,37,4.89,0,July,1
1,1,28805,Private room,2,5,5,1,1,115.0,56,4.98,0,July,1
0,0,28805,Entire home/apt,11,2,3,1,1,484.0,5,5.0,1,July,1
1,0,28715,Entire home/apt,4,4,0,0,1,135.0,2,5.0,0,August,0
0,1,28805,Entire home/apt,4,5,5,0,1,120.0,34,5.0,1,August,0
1,1,28805,Private room,1,3,5,1,1,85.0,5,5.0,0,June,1
0,1,28801,Private room,2,5,3,1,1,255.0,1,5.0,1,July,1
1,1,28805,Entire home/apt,2,5,4,0,1,106.0,446,4.89,1,July,0
1,1,28803,Entire home/apt,10,5,5,1,1,573.0,59,4.85,1,July,0
1,0,28803,Entire home/apt,4,5,5,0,1,194.0,144,4.87,1,June,1
1,1,28732,Entire home/apt,4,5,5,1,1,94.0,159,5.0,0,July,1
1,1,28732,Entire home/apt,8,4,5,1,1,284.0,41,4.85,1,June,1
1,0,28801,Entire home/apt,2,5,3,1,1,141.0,230,4.87,1,August,0
1,0,28806,Entire home/apt,5,5,0,1,1,67.0,6,5.0,0,September,0
1,1,28801,Entire home/apt,2,5,5,1,1,70.0,180,4.79,1,July,0
1,1,28704,Entire home/apt,16,5,5,1,1,871.0,46,4.85,1,September,1
0,0,28806,Entire home/apt,2,5,0,0,1,100.0,189,4.75,1,September,1
0,0,28732,Entire home/apt,6,5,3,1,1,125.0,11,5.0,1,September,1
1,1,28801,Private room,2,5,3,1,1,110.0,170,5.0,1,June,1
0,1,28801,Private room,2,5,0,0,1,232.0,2,5.0,1,June,1
0,1,28704,Entire home/apt,12,4,4,0,1,275.0,26,4.73,1,June,1
1,1,28806,Entire home/apt,6,5,5,1,1,49.0,164,4.73,0,June,0
1,0,28805,Entire home/apt,4,5,4,1,1,112.0,39,4.95,1,September,1
1,0,28804,Entire home/apt,2,3,3,0,1,70.0,84,4.92,1,June,1
1,1,28803,Private room,2,5,3,0,1,75.0,86,4.99,0,July,1
1,1,28806,Entire home/apt,5,5,5,1,1,155.0,3,5.0,0,July,0
1,1,28804,Entire home/apt,2,4,1,0,1,92.0,313,5.0,1,August,1
0,1,28801,Entire home/apt,8,5,5,1,1,550.0,0,0.0,1,July,0
1,1,28806,Private room,4,5,4,1,1,78.0,103,4.92,0,June,1
0,1,28801,Entire home/apt,4,3,3,0,0,185.0,5,4.6,1,September,1
1,1,28803,Entire home/apt,16,5,5,0,1,801.0,0,0.0,1,September,1
1,1,28806,Entire home/apt,2,5,5,1,1,91.0,52,4.96,0,August,0
1,1,28804,Entire home/apt,6,5,5,1,1,139.0,42,4.83,1,June,1
0,0,28801,Private room,2,5,3,1,0,356.0,0,0.0,1,August,1
0,1,28803,Entire home/apt,4,5,5,1,1,200.0,13,4.77,0,August,0
1,1,28803,Entire home/apt,4,5,3,1,1,171.0,48,4.85,0,August,1
1,1,28803,Entire home/apt,2,5,3,0,1,90.0,146,4.95,0,September,1
1,1,28801,Entire home/apt,8,3,4,0,1,409.0,66,4.83,1,September,1
1,1,28801,Private room,2,5,1,1,1,92.0,320,4.8,0,September,1
1,0,28803,Entire home/apt,4,5,5,0,1,70.0,49,4.88,0,June,0
1,1,28806,Private room,3,5,3,0,1,85.0,49,4.9,0,September,1
1,1,28806,Entire home/apt,4,4,5,1,1,166.0,83,4.92,0,June,1
1,1,28804,Entire home/apt,2,5,5,0,1,136.0,11,5.0,0,August,1
1,1,28803,Entire home/apt,4,5,2,0,1,114.0,357,4.98,1,July,0
0,0,28803,Entire home/apt,6,5,1,1,1,205.0,3,5.0,0,June,0
1,1,28804,Entire home/apt,12,5,5,1,1,305.0,33,4.85,0,September,0
1,1,28806,Entire home/apt,4,5,5,1,1,126.0,68,4.85,0,September,1
1,1,28806,Entire home/apt,4,5,5,0,1,124.0,196,4.83,1,June,1
1,0,28805,Entire home/apt,6,5,4,1,1,127.0,36,4.94,1,June,1
1,1,28804,Entire home/apt,4,5,3,1,1,226.0,189,4.98,0,June,0
1,1,28806,Entire home/apt,2,5,2,0,1,1799.0,2,0.0,0,June,0
1,0,28804,Entire home/apt,8,5,5,1,1,380.0,62,4.97,1,September,1
1,0,28715,Entire home/apt,2,4,0,0,1,75.0,28,4.96,1,June,1
1,1,28805,Entire home/apt,2,4,1,0,1,104.0,419,4.93,1,August,1
1,1,28801,Entire home/apt,4,5,5,1,1,163.0,166,4.87,0,June,0
1,1,28803,Entire home/apt,4,5,5,1,1,65.0,17,5.0,0,July,0
1,1,28801,Entire home/apt,4,5,3,1,1,93.0,42,4.98,0,September,1
0,1,28801,Entire home/apt,6,5,1,0,1,521.0,3,5.0,0,June,1
1,1,28732,Entire home/apt,5,5,5,0,1,81.0,32,4.88,1,September,1
1,0,28806,Entire home/apt,7,5,5,1,1,142.0,90,4.92,1,August,1
1,1,28801,Entire home/apt,4,5,4,0,1,154.0,67,4.85,1,September,1
0,1,28803,Entire home/apt,6,5,5,1,1,288.0,21,5.0,0,September,1
1,1,28804,Private room,2,5,5,1,1,75.0,5,5.0,0,July,1
0,1,28806,Entire home/apt,2,4,4,1,1,191.0,3,3.33,1,June,1
1,1,28801,Entire home/apt,6,4,5,0,1,381.0,42,4.88,1,September,1
1,1,28806,Private room,2,5,1,1,1,67.0,93,4.99,0,June,1
1,1,28806,Entire home/apt,3,3,1,0,1,67.0,49,4.73,1,July,1
1,1,28801,Private room,2,5,1,1,1,76.0,160,4.96,0,July,1
0,0,28806,Entire home/apt,8,5,5,1,1,224.0,10,4.9,0,July,0
1,1,28801,Entire home/apt,4,5,3,0,1,153.0,112,4.92,1,June,0
1,1,28805,Private room,2,5,5,1,1,45.0,47,4.87,0,June,0
1,1,28801,Entire home/apt,6,5,5,1,1,338.0,58,4.77,1,August,0
0,1,28806,Entire home/apt,4,5,4,1,1,92.0,302,4.7,0,July,0
1,1,28801,Private room,3,5,3,1,1,164.0,72,4.88,1,August,1
1,1,28801,Entire home/apt,6,5,5,1,1,509.0,18,4.78,1,August,1
1,0,28732,Entire home/apt,6,5,5,1,1,125.0,72,4.93,1,August,1
1,0,28806,Private room,2,5,4,1,1,55.0,155,4.92,0,August,1
1,1,28801,Entire home/apt,4,5,3,1,1,189.0,126,4.98,0,September,1
0,1,28805,Entire home/apt,5,5,5,1,1,206.0,54,4.89,0,July,1
1,1,28715,Private room,2,5,5,1,1,41.0,82,4.84,1,July,1
1,1,28806,Entire home/apt,4,5,4,0,1,89.0,212,4.98,1,July,1
1,1,28803,Entire home/apt,8,4,3,0,1,386.0,2,5.0,1,September,1
1,0,28805,Entire home/apt,4,5,5,1,1,125.0,22,4.82,0,September,0
0,0,28732,Entire home/apt,4,5,0,1,1,300.0,9,4.56,0,June,0
1,1,28806,Entire home/apt,2,5,5,1,1,60.0,109,4.92,0,September,0
0,0,28806,Private room,2,5,5,1,1,50.0,1,5.0,1,June,0
0,1,28801,Private room,2,4,2,0,1,135.0,100,4.41,1,July,1
1,1,28803,Entire home/apt,2,5,3,1,1,96.0,474,4.9,1,August,1
1,1,28805,Entire home/apt,4,5,5,1,1,275.0,29,5.0,1,August,1
1,1,28803,Entire home/apt,16,4,1,0,1,713.0,82,4.99,1,September,1
1,1,28806,Entire home/apt,10,5,5,1,1,422.0,36,4.97,1,August,1
0,0,28803,Private room,2,4,0,0,1,110.0,5,5.0,1,September,1
1,1,28806,Entire home/apt,4,5,5,1,1,159.0,23,4.91,1,August,0
1,1,28806,Entire home/apt,4,5,5,1,1,147.0,44,4.82,1,July,1
0,1,28732,Entire home/apt,6,5,5,1,1,126.0,8,4.88,1,June,1
1,1,28804,Entire home/apt,2,5,2,1,1,87.0,364,4.86,1,July,1
1,1,28804,Entire home/apt,2,5,3,0,1,87.0,185,4.99,1,July,1
1,0,28803,Entire home/apt,4,5,5,0,1,190.0,61,4.92,1,August,1
0,0,28806,Entire home/apt,4,5,5,1,1,157.0,5,5.0,1,June,1
1,1,28804,Entire home/apt,2,5,3,1,1,175.0,37,5.0,0,September,0
1,1,28806,Entire home/apt,6,5,5,1,1,124.0,165,4.69,1,August,1
0,0,28806,Entire home/apt,8,5,5,1,1,209.0,16,4.94,0,August,1
1,1,28806,Entire home/apt,2,5,3,0,1,102.0,373,4.96,0,August,1
1,1,28806,Entire home/apt,5,5,5,1,1,107.0,46,4.96,1,July,1
1,1,28801,Private room,2,5,1,0,1,139.0,5,5.0,1,August,1
1,0,28805,Entire home/apt,10,4,1,0,1,400.0,8,5.0,0,August,0
0,0,28804,Entire home/apt,9,4,5,1,1,375.0,10,5.0,1,August,0
0,1,28804,Entire home/apt,9,5,5,1,1,229.0,17,4.71,0,September,1
1,1,28805,Entire home/apt,2,5,4,1,1,133.0,410,4.93,0,June,1
1,0,28803,Entire home/apt,4,5,3,1,1,90.0,23,4.83,0,July,0
1,1,28801,Entire home/apt,4,5,5,0,1,135.0,72,4.97,1,July,0
1,1,28803,Entire home/apt,6,5,5,0,1,363.0,2,5.0,1,June,1
0,0,28806,Private room,6,4,0,0,1,145.0,12,4.92,1,June,1
1,1,28704,Entire home/apt,2,5,5,1,1,129.0,181,4.77,0,July,1
1,1,28804,Entire home/apt,2,5,4,1,1,115.0,204,4.98,1,September,0
1,1,28803,Private room,2,5,0,0,1,65.0,15,5.0,0,June,0
1,1,28806,Entire home/apt,4,5,5,1,1,120.0,1,5.0,1,June,0
0,1,28806,Entire home/apt,2,3,1,0,1,99.0,35,5.0,1,July,1
1,1,28804,Entire home/apt,8,5,5,1,1,214.0,12,5.0,0,August,1
0,1,28804,Entire home/apt,9,5,5,1,1,207.0,10,4.7,0,June,1
1,1,28704,Entire home/apt,4,5,3,0,1,200.0,24,4.83,0,June,1
0,0,28803,Entire home/apt,7,4,0,0,1,200.0,28,5.0,1,June,0
1,1,28806,Entire home/apt,2,5,3,0,0,72.0,8,4.88,1,July,1
1,1,28806,Entire home/apt,8,5,5,1,1,316.0,87,4.93,0,June,1
1,1,28803,Entire home/apt,2,5,0,0,1,62.0,4,5.0,0,September,0
0,1,28806,Entire home/apt,4,4,0,1,1,120.0,8,5.0,1,June,1
1,1,28806,Private room,2,4,1,1,1,127.0,21,4.76,1,August,1
0,0,28704,Private room,2,5,3,0,1,75.0,26,5.0,1,August,0
1,0,28801,Entire home/apt,3,5,5,0,0,229.0,16,4.94,0,June,1
1,1,28805,Entire home/apt,10,5,5,1,1,212.0,58,4.97,1,August,1
1,1,28801,Entire home/apt,5,5,2,1,1,189.0,176,4.87,1,September,0
1,0,28803,Private room,2,5,2,1,1,128.0,140,4.98,1,August,1
1,0,28805,Entire home/apt,3,5,4,1,1,114.0,108,4.99,1,July,1
1,1,28806,Entire home/apt,4,5,5,1,1,169.0,124,4.69,0,June,0
0,1,28806,Entire home/apt,3,5,4,1,1,66.0,11,5.0,1,June,0
1,1,28704,Entire home/apt,8,5,5,1,1,150.0,34,4.91,1,July,1
1,0,28803,Entire home/apt,4,5,5,0,1,90.0,57,4.95,1,August,1
1,1,28803,Entire home/apt,3,5,5,1,1,116.0,208,4.94,0,July,0
1,1,28806,Entire home/apt,4,5,5,1,1,208.0,29,4.86,0,June,1
1,0,28803,Entire home/apt,2,5,4,0,1,105.0,128,4.91,1,July,1
1,1,28806,Entire home/apt,6,5,5,1,1,103.0,103,4.86,0,August,1
1,1,28805,Entire home/apt,2,5,4,1,1,103.0,105,4.92,1,September,1
0,1,28803,Entire home/apt,4,4,1,1,1,95.0,0,0.0,0,June,0
1,1,28806,Entire home/apt,8,4,2,0,1,392.0,13,5.0,0,June,1
1,1,28804,Entire home/apt,4,5,3,1,1,230.0,209,4.98,0,September,1
0,1,28801,Entire home/apt,5,5,4,0,1,95.0,317,4.71,1,June,1
1,1,28801,Entire home/apt,4,5,5,1,1,401.0,3,4.67,1,July,1
0,1,28803,Private room,2,5,3,1,1,121.0,159,4.8,1,September,1
0,0,28804,Entire home/apt,9,5,5,1,1,377.0,11,5.0,1,September,1
1,0,28803,Entire home/apt,2,5,3,1,1,164.0,189,4.96,1,August,1
1,1,28801,Entire home/apt,3,5,5,1,1,76.0,13,5.0,0,July,0
1,1,28801,Entire home/apt,6,5,5,0,1,328.0,201,4.99,0,August,1
1,1,28806,Entire home/apt,2,5,2,1,1,138.0,59,4.92,0,July,0
0,1,28806,Entire home/apt,4,5,3,0,1,126.0,40,4.58,1,August,1
0,1,28803,Entire home/apt,4,5,5,1,1,200.0,13,4.77,0,June,0
1,1,28801,Entire home/apt,4,5,5,1,1,178.0,27,5.0,0,July,0
1,0,28803,Private room,2,5,3,1,1,125.0,137,4.98,1,July,0
1,0,28704,Entire home/apt,8,5,5,1,1,112.0,318,4.99,0,September,1
1,0,28804,Entire home/apt,2,5,5,1,1,95.0,135,4.86,0,June,0
1,1,28806,Entire home/apt,6,5,5,1,1,325.0,47,4.96,0,June,1
1,0,28806,Entire home/apt,3,5,3,1,1,106.0,136,4.96,1,August,1
1,1,28806,Entire home/apt,2,3,0,0,1,70.0,50,5.0,1,July,1
1,1,28801,Entire home/apt,2,5,5,1,0,173.0,108,4.88,1,August,1
1,1,28803,Private room,2,5,2,1,1,48.0,409,4.83,1,June,1
0,1,28801,Entire home/apt,2,3,3,0,0,231.0,0,0.0,1,June,1
1,1,28806,Entire home/apt,4,3,5,1,1,163.0,78,4.87,0,June,1
1,0,28801,Private room,2,4,0,0,1,85.0,230,4.95,1,September,1
1,0,28803,Entire home/apt,4,5,5,1,1,119.0,28,4.89,0,June,0
1,1,28801,Entire home/apt,4,5,5,1,1,284.0,12,4.5,1,September,1
1,1,28805,Entire home/apt,5,5,4,0,1,213.0,2,5.0,1,September,0
0,0,28732,Entire home/apt,2,5,3,0,0,671.0,0,0.0,1,July,1
1,0,28804,Entire home/apt,4,4,5,1,1,98.0,53,4.96,1,June,1
0,1,28803,Entire home/apt,3,5,5,1,1,96.0,161,4.82,1,July,1
1,1,28732,Entire home/apt,2,5,5,0,1,110.0,16,5.0,0,August,1
1,1,28801,Entire home/apt,4,5,2,0,1,120.0,165,4.98,0,August,0
1,1,28805,Entire home/apt,2,5,3,0,1,80.0,131,4.92,1,July,0
1,1,28806,Entire home/apt,4,5,5,0,1,105.0,214,4.86,1,June,1
0,1,28803,Hotel room,4,4,3,0,1,199.0,31,4.58,1,September,0
1,0,28804,Entire home/apt,6,5,4,0,1,250.0,92,4.95,0,June,0
0,1,28806,Entire home/apt,10,5,5,1,1,274.0,83,4.75,1,August,1
0,1,28805,Entire home/apt,6,4,4,0,1,160.0,37,4.69,1,September,1
0,1,28803,Entire home/apt,4,5,4,0,1,86.0,239,4.87,0,September,1
0,1,28806,Entire home/apt,2,5,2,0,1,75.0,4,4.5,0,June,1
1,0,28806,Entire home/apt,2,5,5,1,1,82.0,40,4.95,0,July,1
1,1,28806,Entire home/apt,6,5,5,1,1,175.0,86,4.93,1,June,1
1,1,28803,Entire home/apt,8,5,5,1,1,260.0,125,4.89,0,July,0
1,1,28801,Entire home/apt,6,3,4,0,1,381.0,41,4.85,1,June,0
0,1,28806,Entire home/apt,5,5,5,1,1,165.0,42,4.83,0,June,0
0,1,28806,Entire home/apt,2,4,5,0,1,54.0,6,4.83,0,August,0
1,0,28805,Entire home/apt,2,5,4,1,1,135.0,88,4.92,0,September,0
1,0,28806,Private room,2,5,2,1,1,71.0,201,4.89,1,July,0
0,0,28715,Entire home/apt,4,5,3,1,1,125.0,14,5.0,0,September,1
1,1,28804,Entire home/apt,2,5,5,0,1,135.0,10,5.0,0,June,1
0,0,28804,Entire home/apt,2,4,5,1,1,295.0,9,5.0,0,July,0
1,1,28804,Entire home/apt,4,5,3,0,1,80.0,199,4.77,1,August,0
1,1,28803,Entire home/apt,2,5,2,1,1,60.0,258,4.99,1,June,0
1,1,28804,Entire home/apt,7,5,5,1,1,261.0,118,5.0,1,July,0
0,1,28704,Entire home/apt,12,4,4,0,1,258.0,10,4.8,1,June,1
1,0,28805,Entire home/apt,4,5,1,0,1,124.0,195,4.74,0,September,0
1,1,28806,Entire home/apt,2,5,2,0,1,73.0,86,4.73,1,July,1
1,0,28715,Entire home/apt,4,4,1,0,1,130.0,4,4.5,0,August,1
1,0,28803,Entire home/apt,2,5,4,1,1,76.0,284,4.93,1,September,1
1,0,28804,Entire home/apt,6,5,5,1,1,368.0,41,5.0,1,September,1
0,1,28715,Private room,2,4,4,1,1,29.0,3,5.0,1,June,0
1,1,28806,Entire home/apt,6,5,2,1,1,158.0,20,5.0,0,August,1
1,1,28803,Entire home/apt,4,5,5,1,1,110.0,79,5.0,1,June,0
1,1,28803,Entire home/apt,10,5,5,1,1,510.0,61,4.85,1,September,1
1,1,28806,Private room,2,5,5,1,1,71.0,46,4.74,0,June,0
1,1,28803,Entire home/apt,4,5,5,1,1,96.0,368,4.9,0,August,1
1,1,28803,Entire home/apt,2,4,3,0,1,124.0,123,4.93,0,August,0
1,0,28803,Entire home/apt,4,5,5,1,1,127.0,12,5.0,1,July,1
1,0,28715,Entire home/apt,4,4,0,0,1,135.0,2,5.0,0,September,1
1,1,28806,Entire home/apt,4,5,4,0,1,68.0,217,4.97,1,August,1
0,1,28806,Entire home/apt,2,2,1,0,1,72.0,51,4.61,1,September,1
1,1,28801,Entire home/apt,6,5,5,1,1,424.0,9,4.89,1,June,1
1,0,28803,Private room,2,5,5,0,1,51.0,95,4.97,0,September,0
0,1,28806,Entire home/apt,10,5,4,1,1,304.0,163,4.78,1,July,1
0,1,28805,Entire home/apt,5,5,5,1,1,206.0,50,4.88,0,June,0
0,1,28704,Private room,2,5,0,0,1,45.0,341,4.9,0,August,1
1,1,28804,Entire home/apt,4,3,4,1,1,65.0,31,4.94,1,August,1
1,1,28804,Entire home/apt,14,5,5,1,1,381.0,172,4.92,0,June,1
1,0,28704,Entire home/apt,6,5,5,1,1,169.0,34,4.88,1,August,1
1,1,28805,Private room,3,5,5,0,1,47.0,142,4.86,0,July,0
0,1,28804,Entire home/apt,8,4,5,1,1,200.0,0,0.0,0,September,0
1,1,28806,Entire home/apt,4,5,5,1,1,219.0,20,4.9,1,July,0
0,1,28801,Entire home/apt,2,5,0,0,1,160.0,72,4.89,0,August,0
1,1,28804,Entire home/apt,4,5,5,1,1,110.0,13,4.92,1,July,0
1,0,28732,Private room,2,5,2,0,1,44.0,153,4.97,1,August,1
1,0,28804,Entire home/apt,5,5,5,1,1,144.0,35,4.94,1,June,1
1,1,28806,Entire home/apt,7,5,5,1,1,314.0,64,4.91,0,July,0
0,1,28804,Entire home/apt,4,5,5,1,0,111.0,17,5.0,1,September,1
0,0,28801,Private room,2,4,1,1,1,140.0,12,5.0,0,June,0
1,1,28806,Entire home/apt,4,5,5,0,1,143.0,210,4.83,1,September,1
1,1,28806,Entire home/apt,4,5,5,1,1,59.0,165,4.92,0,July,0
1,1,28805,Entire home/apt,2,5,5,1,1,84.0,238,4.78,0,July,0
0,1,28806,Entire home/apt,4,5,4,0,1,43.0,419,4.75,1,August,1
1,1,28806,Entire home/apt,4,5,5,1,1,145.0,61,4.93,1,July,1
1,0,28801,Entire home/apt,2,4,1,0,1,190.0,185,4.95,1,August,1
0,1,28801,Entire home/apt,4,4,1,0,1,263.0,302,4.97,0,July,1
1,1,28801,Entire home/apt,2,5,4,1,1,130.0,151,4.95,1,August,0
0,1,28704,Entire home/apt,4,4,0,1,1,103.0,5,5.0,0,June,1
0,0,28806,Entire home/apt,4,4,1,0,1,170.0,5,5.0,1,June,1
1,1,28806,Entire home/apt,5,5,5,1,1,88.0,61,4.97,1,September,1
0,1,28732,Entire home/apt,16,4,4,0,1,609.0,3,4.33,1,August,1
1,1,28804,Entire home/apt,2,5,4,1,1,150.0,334,4.94,0,September,1
1,1,28804,Entire home/apt,2,5,5,1,1,114.0,134,4.86,0,August,0
1,1,28806,Entire home/apt,4,3,5,1,1,180.0,79,4.89,0,August,1
0,0,28806,Private room,2,4,2,0,1,40.0,13,4.77,1,September,1
0,1,28806,Entire home/apt,4,5,4,1,1,150.0,38,4.95,0,July,1
1,1,28803,Entire home/apt,4,5,2,0,1,112.0,352,4.98,1,June,0
1,1,28806,Entire home/apt,2,5,4,1,1,101.0,94,4.96,0,September,0
1,1,28804,Entire home/apt,4,5,5,1,1,186.0,35,4.89,0,August,0
1,1,28803,Entire home/apt,2,5,3,0,1,54.0,98,4.85,0,June,1
1,0,28806,Private room,2,2,0,1,1,25.0,73,4.92,1,June,1
1,0,28805,Entire home/apt,4,5,5,1,1,125.0,21,4.81,0,July,0
1,1,28806,Entire home/apt,2,5,2,0,1,117.0,81,4.72,1,June,1
0,1,28801,Private room,3,5,4,1,1,93.0,88,4.95,0,July,0
1,1,28806,Entire home/apt,4,5,2,1,1,108.0,112,5.0,0,July,0
1,1,28804,Entire home/apt,2,4,1,0,1,92.0,294,5.0,1,June,0
1,1,28806,Entire home/apt,4,5,5,1,1,118.0,140,4.74,1,July,1
1,0,28804,Entire home/apt,15,5,5,1,1,714.0,32,4.97,1,June,1
1,0,28704,Entire home/apt,4,5,5,1,1,250.0,72,4.97,0,August,0
1,1,28801,Entire home/apt,3,5,3,1,1,97.0,155,4.9,1,August,1
0,0,28801,Entire home/apt,3,4,0,0,0,48.0,1,5.0,1,June,0
0,0,28715,Entire home/apt,2,4,3,1,1,50.0,3,4.67,0,July,0
1,1,28806,Entire home/apt,5,5,5,1,1,100.0,72,4.96,1,September,1
1,1,28806,Entire home/apt,4,5,4,1,1,135.0,193,4.95,1,September,1
1,0,28803,Entire home/apt,2,5,4,0,1,105.0,137,4.92,1,August,1
0,1,28805,Private room,2,5,0,1,1,95.0,0,0.0,0,August,1
0,0,28805,Entire home/apt,8,5,5,1,1,450.0,5,5.0,1,June,1
1,1,28806,Entire home/apt,4,5,4,0,1,84.0,209,4.98,1,June,0
0,1,28704,Entire home/apt,6,4,0,0,0,234.0,3,5.0,1,August,1
1,1,28801,Entire home/apt,2,5,2,1,1,246.0,79,4.78,0,July,1
1,1,28801,Entire home/apt,5,4,1,0,0,243.0,15,5.0,1,September,1
1,1,28801,Entire home/apt,2,5,5,0,1,55.0,2,4.5,0,June,0
1,1,28732,Entire home/apt,6,5,5,1,1,185.0,211,4.94,0,August,1
1,0,28806,Entire home/apt,2,4,5,1,1,80.0,6,4.83,1,September,0
1,1,28806,Entire home/apt,6,5,5,1,1,207.0,14,5.0,0,September,1
1,1,28806,Entire home/apt,4,5,5,1,1,106.0,40,4.8,1,June,1
0,0,28806,Private room,5,5,5,1,1,293.0,4,5.0,0,August,1
0,1,28805,Entire home/apt,12,5,5,1,1,382.0,0,0.0,1,August,0
0,1,28801,Entire home/apt,2,5,5,1,1,75.0,8,4.71,0,July,0
1,1,28801,Entire home/apt,3,5,4,1,1,124.0,283,4.79,1,September,1
1,1,28715,Entire home/apt,7,5,2,0,1,95.0,13,4.62,1,September,0
1,1,28803,Private room,2,5,5,1,0,79.0,133,5.0,0,September,0
1,1,28704,Entire home/apt,14,5,5,0,1,470.0,1,5.0,1,July,1
0,0,28806,Private room,2,5,2,0,0,274.0,0,0.0,1,July,1
1,0,28704,Private room,2,5,2,1,1,80.0,100,4.98,0,July,1
1,1,28801,Entire home/apt,4,5,5,0,1,188.0,48,4.65,1,July,1
0,1,28801,Private room,2,5,2,0,1,116.0,73,4.62,1,September,1
1,1,28805,Entire home/apt,6,5,4,1,1,135.0,88,4.92,1,August,1
1,1,28801,Entire home/apt,6,5,5,1,1,481.0,0,0.0,1,June,0
1,1,28806,Entire home/apt,4,3,2,1,1,80.0,55,4.89,1,July,1
1,0,28803,Entire home/apt,4,5,5,1,1,160.0,124,4.9,1,September,1
1,1,28801,Entire home/apt,4,5,5,0,1,250.0,64,4.95,0,June,0
1,1,28806,Entire home/apt,2,5,2,0,1,1799.0,2,0.0,0,August,0
1,0,28806,Entire home/apt,2,5,4,1,1,103.0,731,4.87,1,August,0
0,1,28806,Entire home/apt,6,5,5,1,1,143.0,63,4.94,0,July,1
1,0,28801,Entire home/apt,2,5,2,1,1,149.0,36,4.72,1,June,0
0,1,28704,Entire home/apt,4,5,3,1,1,106.0,11,5.0,0,July,1
1,1,28804,Entire home/apt,4,5,5,1,1,119.0,23,4.96,1,September,1
1,1,28805,Entire home/apt,2,5,3,1,1,69.0,193,4.97,1,June,1
1,0,28803,Entire home/apt,4,5,3,1,1,91.0,30,4.83,0,September,1
1,1,28804,Entire home/apt,2,5,5,1,1,126.0,70,4.94,1,September,1
1,1,28806,Entire home/apt,2,5,3,1,1,53.0,101,4.9,1,September,0
1,1,28804,Entire home/apt,2,5,5,1,1,125.0,45,4.96,1,August,1
1,1,28806,Entire home/apt,8,5,5,1,1,279.0,20,4.85,0,September,1
1,1,28801,Private room,2,4,1,0,0,81.0,51,4.74,1,September,1
0,1,28805,Entire home/apt,4,5,0,1,1,125.0,12,4.67,0,June,1
1,1,28806,Private room,2,5,5,1,1,53.0,171,4.82,0,July,1
1,1,28732,Entire home/apt,5,5,5,0,1,81.0,21,5.0,1,July,1
1,0,28806,Entire home/apt,4,5,5,0,1,89.0,178,4.91,1,July,1
0,1,28803,Private room,1,4,0,0,1,100.0,36,4.89,0,July,1
1,1,28804,Entire home/apt,6,5,5,1,1,259.0,77,4.96,1,August,0
1,0,28704,Entire home/apt,8,5,5,1,1,325.0,36,4.97,1,July,0
1,1,28804,Entire home/apt,3,5,5,1,1,207.0,88,5.0,1,June,1
1,1,28805,Entire home/apt,2,5,4,0,1,70.0,81,4.99,0,June,0
0,0,28804,Entire home/apt,8,5,5,1,1,398.0,38,4.89,0,September,1
1,1,28801,Entire home/apt,4,5,5,0,1,174.0,52,4.62,1,September,0
1,1,28804,Entire home/apt,2,5,2,0,1,93.0,183,4.93,1,August,0
1,1,28803,Entire home/apt,2,5,3,1,1,85.0,462,4.89,1,July,1
1,1,28805,Entire home/apt,2,5,5,1,1,260.0,3,5.0,0,September,1
1,1,28704,Private room,1,5,5,1,1,31.0,35,5.0,1,June,0
1,1,28806,Entire home/apt,6,5,5,1,1,195.0,11,5.0,0,July,1
1,1,28806,Entire home/apt,4,3,5,1,1,180.0,22,4.86,0,August,0
1,1,28801,Entire home/apt,4,5,5,1,1,245.0,75,5.0,1,September,1
1,1,28806,Entire home/apt,2,5,5,0,1,119.0,292,4.92,1,August,1
